,time,drink,amount
557,12-31-2020 21:19,Dry Rob Roy,5.5
558,12-25-2020 17:17,Shot-gun,7.5
559,12-26-2020 02:43,Affair,8.0
560,12-29-2020 06:24,Chicago Fizz,5.5
561,12-29-2020 12:59,Chicago Fizz,5.5
562,12-30-2020 09:59,Russian Spring Punch,7.5
563,12-31-2020 08:28,Danbooka,4.99
564,12-29-2020 01:18,Pina Colada,5.5
565,12-31-2020 02:02,Dry Martini,8.0
566,12-26-2020 20:46,Munich Mule,12.0
567,12-27-2020 15:46,Lone Tree Cooler,5.5
568,12-28-2020 05:42,Rum Cooler,4.99
569,12-31-2020 21:32,Zimadori Zinger,12.0
570,12-29-2020 10:09,Rum Sour,5.5
571,12-28-2020 11:48,Pina Colada,5.5
572,12-28-2020 00:37,Chocolate Drink,12.0
573,12-26-2020 11:57,Casino Royale,11.0
574,12-27-2020 04:42,Lone Tree Cooler,5.5
575,12-30-2020 09:40,Lone Tree Cooler,5.5
576,12-27-2020 18:55,Honey Bee,3.0
577,12-30-2020 02:59,Hunter's Moon,3.0
578,12-26-2020 14:50,Kool-Aid Slammer,3.0
579,12-25-2020 22:59,Yoghurt Cooler,3.5
580,12-26-2020 03:19,John Collins,6.5
581,12-27-2020 02:07,Campari Beer,7.5
582,12-28-2020 19:20,Sweet Tooth,2.99
583,12-31-2020 10:12,Vampiro,11.0
584,12-30-2020 04:52,Mocha-Berry,8.0
585,12-25-2020 16:49,Tequila Sour,5.15
586,12-27-2020 05:18,Old Fashioned,5.5
587,12-31-2020 08:16,Cuba Libra,2.99
588,12-30-2020 08:44,John Collins,6.5
589,12-27-2020 10:53,Dry Martini,8.0
590,12-29-2020 17:46,Pina Colada,5.5
591,12-31-2020 05:02,Limona Corona,4.2
592,12-26-2020 02:13,Irish Coffee,7.5
593,12-25-2020 22:33,Bubble Gum,3.0
594,12-25-2020 19:07,Munich Mule,12.0
595,12-28-2020 08:43,Snowball,11.0
596,12-26-2020 01:13,Kill the cold Smoothie,11.0
597,12-30-2020 08:46,Lemon Drop,2.99
598,12-30-2020 23:50,Artillery,3.5
599,12-27-2020 06:26,John Collins,6.5
600,12-27-2020 16:37,Bramble,4.2
601,12-26-2020 23:50,Cuba Libra,2.99
602,12-29-2020 00:01,Clover Club,4.99
603,12-28-2020 21:52,Casino Royale,11.0
604,12-26-2020 04:41,Chicago Fizz,5.5
605,12-30-2020 14:43,Godfather,6.5
606,12-25-2020 17:53,Jack's Vanilla Coke,6.5
607,12-31-2020 00:43,Kurant Tea,3.0
608,12-29-2020 09:08,Dry Martini,8.0
609,12-26-2020 02:10,Shot-gun,7.5
610,12-31-2020 08:53,Affair,8.0
611,12-28-2020 03:27,Grim Reaper,4.0
612,12-30-2020 09:04,Pina Colada,5.5
613,12-30-2020 09:07,Affinity,2.99
614,12-28-2020 00:56,Chocolate Drink,12.0
615,12-30-2020 02:44,Egg Nog - Healthy,11.0
616,12-28-2020 16:01,Grasshopper,4.99
617,12-28-2020 17:34,Cream Soda,5.15
618,12-29-2020 09:59,Old Fashioned,5.5
619,12-25-2020 19:17,Snowball,11.0
620,12-26-2020 08:16,Mai Tai,11.0
621,12-26-2020 03:17,Irish Curdling Cow,2.99
622,12-29-2020 05:31,Pysch Vitamin Light,6.5
623,12-30-2020 14:34,Old Fashioned,5.5
624,12-28-2020 02:25,Lassi - Sweet,8.0
625,12-27-2020 19:57,Chicago Fizz,5.5
626,12-28-2020 03:22,Rum Punch,3.5
627,12-29-2020 06:54,Mimosa,5.0
628,12-27-2020 22:39,Greyhound,4.99
629,12-31-2020 10:47,Loch Lomond,3.0
630,12-29-2020 10:19,Hunter's Moon,3.0
631,12-30-2020 02:07,Irish Coffee,7.5
632,12-31-2020 02:59,Jelly Bean,3.0
633,12-31-2020 01:15,Cuba Libra,2.99
634,12-28-2020 21:29,Gin Tonic,6.5
635,12-30-2020 12:38,Chocolate Milk,5.15
636,12-31-2020 17:10,Dry Martini,8.0
637,12-27-2020 02:35,Lone Tree Cooler,5.5
638,12-28-2020 20:05,Waikiki Beachcomber,5.5
639,12-26-2020 16:12,Tequila Sour,5.15
640,12-29-2020 23:42,H.D.,7.5
641,12-26-2020 05:08,Vodka Martini,4.2
642,12-27-2020 23:49,Irish Curdling Cow,2.99
643,12-26-2020 23:18,Victor,4.2
644,12-26-2020 05:53,Fruit Cooler,8.0
645,12-28-2020 11:33,Dry Martini,8.0
646,12-31-2020 02:07,Oreo Mudslide,8.0
647,12-28-2020 03:47,Dry Martini,8.0
648,12-29-2020 00:15,Karsk,11.0
649,12-31-2020 12:14,Negroni,2.99
650,12-27-2020 09:15,Zippy's Revenge,5.0
651,12-27-2020 03:16,Adam,3.5
652,12-29-2020 23:39,Corpse Reviver,5.15
653,12-31-2020 06:13,Planter’s Punch,8.0
654,12-29-2020 22:46,Casino Royale,11.0
655,12-31-2020 21:57,Caipirinha,3.5
656,12-26-2020 06:06,Radioactive Long Island Iced Tea,7.5
657,12-28-2020 02:54,Caipirinha,3.5
658,12-26-2020 23:29,White Lady,6.5
659,12-28-2020 01:34,Holloween Punch,4.2
660,12-31-2020 05:14,Cuba Libre,4.2
661,12-30-2020 21:25,Jitterbug,4.0
662,12-31-2020 05:02,Afternoon,3.0
663,12-31-2020 13:54,Chicago Fizz,5.5
664,12-27-2020 13:55,Kill the cold Smoothie,11.0
665,12-29-2020 14:06,Dry Martini,8.0
666,12-31-2020 13:01,Dirty Nipple,3.5
667,12-31-2020 02:21,Big Red,8.0
668,12-31-2020 05:12,Tom Collins,5.5
669,12-26-2020 04:34,Grasshopper,4.99
670,12-25-2020 21:58,Victory Collins,7.5
671,12-29-2020 08:37,Veteran,8.0
672,12-26-2020 10:37,Kiwi Papaya Smoothie,5.15
673,12-30-2020 11:05,Rum Milk Punch,12.0
674,12-26-2020 20:17,Munich Mule,12.0
675,12-28-2020 15:48,Nuked Hot Chocolate,12.0
676,12-31-2020 22:20,Danbooka,4.99
677,12-26-2020 10:22,Munich Mule,12.0
678,12-30-2020 15:46,Pina Colada,5.5
679,12-25-2020 17:53,Dry Martini,8.0
680,12-31-2020 23:34,Sidecar,11.0
681,12-27-2020 13:16,Scotch Sour,7.5
682,12-28-2020 02:57,Irish Spring,5.15
683,12-31-2020 21:40,Yoghurt Cooler,3.5
684,12-29-2020 12:36,Royal Gin Fizz,7.5
685,12-26-2020 03:30,Bijou,4.0
686,12-26-2020 19:46,Coffee Liqueur,5.5
687,12-26-2020 02:42,Fruit Cooler,8.0
688,12-31-2020 03:16,Mulled Wine,11.0
689,12-31-2020 21:05,Honey Bee,3.0
690,12-30-2020 19:03,New York Lemonade,5.15
691,12-29-2020 15:39,Victor,4.2
692,12-28-2020 10:26,Dry Rob Roy,5.5
693,12-30-2020 20:20,Gin Tonic,6.5
694,12-31-2020 20:54,Mojito,5.5
695,12-29-2020 12:35,Veteran,8.0
696,12-27-2020 13:19,Sweet Tooth,2.99
697,12-30-2020 08:55,Casino Royale,11.0
698,12-28-2020 10:37,Bellini,2.99
699,12-27-2020 01:28,Daiquiri,11.0
700,12-31-2020 08:58,Casino Royale,11.0
701,12-27-2020 08:38,Mango Mojito,7.5
702,12-31-2020 02:06,Broadside,5.5
703,12-28-2020 19:46,Corpse Reviver,5.15
704,12-27-2020 10:56,Jack's Vanilla Coke,6.5
705,12-30-2020 04:34,Dry Martini,8.0
706,12-29-2020 01:29,Bellini,2.99
707,12-26-2020 17:49,Grim Reaper,4.0
708,12-31-2020 01:45,Orange Crush,5.5
709,12-30-2020 06:54,Limona Corona,4.2
710,12-27-2020 09:07,Radioactive Long Island Iced Tea,7.5
711,12-25-2020 20:56,Chocolate Drink,12.0
712,12-28-2020 01:26,The Philosopher,5.15
713,12-28-2020 22:26,Jack Rose Cocktail,5.5
714,12-29-2020 16:35,Port Wine Flip,5.0
715,12-28-2020 04:46,Iced Coffee Fillip,5.0
716,12-31-2020 11:37,Barracuda,4.2
717,12-27-2020 15:48,Munich Mule,12.0
718,12-30-2020 10:30,Russian Spring Punch,7.5
719,12-30-2020 19:45,Cosmopolitan,2.99
720,12-30-2020 11:52,Cuba Libra,2.99
721,12-27-2020 01:13,Rum Cooler,4.99
722,12-27-2020 20:02,Zimadori Zinger,12.0
723,12-31-2020 22:34,Irish Spring,5.15
724,12-29-2020 03:04,Lassi Raita,6.5
725,12-31-2020 22:25,Artillery,3.5
726,12-27-2020 08:10,Owen's Grandmother's Revenge,8.0
727,12-28-2020 19:41,Kool-Aid Slammer,3.0
728,12-26-2020 00:33,Bubble Gum,3.0
729,12-27-2020 21:55,Chicago Fizz,5.5
730,12-26-2020 18:25,Mango Mojito,7.5
731,12-31-2020 10:39,Irish Spring,5.15
732,12-30-2020 21:14,Sidecar,11.0
733,12-28-2020 02:16,Grasshopper,4.99
734,12-26-2020 06:55,Afternoon,3.0
735,12-26-2020 10:45,Planter’s Punch,8.0
736,12-31-2020 08:38,Sol Y Sombra,5.15
737,12-31-2020 19:49,Daiquiri,11.0
738,12-29-2020 16:33,Zimadori Zinger,12.0
739,12-25-2020 21:15,Radioactive Long Island Iced Tea,7.5
740,12-25-2020 20:25,Limona Corona,4.2
741,12-27-2020 06:27,Gin Rickey,4.0
742,12-29-2020 13:05,Rum Cooler,4.99
743,12-26-2020 09:46,Chicago Fizz,5.5
744,12-26-2020 08:50,Vodka And Tonic,11.0
745,12-26-2020 21:03,The Philosopher,5.15
746,12-27-2020 14:18,Lassi - Sweet,8.0
747,12-31-2020 23:08,Sangria,3.5
748,12-26-2020 20:54,Egg Nog - Healthy,11.0
749,12-27-2020 01:31,Artillery,3.5
750,12-30-2020 20:28,Flying Dutchman,6.5
751,12-30-2020 05:32,Dry Martini,8.0
752,12-27-2020 00:11,Pina Colada,5.5
753,12-30-2020 11:25,Vesuvio,3.0
754,12-29-2020 04:52,Long Island Iced Tea,3.0
755,12-30-2020 09:28,Bellini,2.99
756,12-31-2020 13:57,Sweet Tooth,2.99
757,12-30-2020 20:53,New York Lemonade,5.15
758,12-29-2020 22:19,Grand Blue,11.0
759,12-27-2020 12:32,Oreo Mudslide,8.0
760,12-29-2020 11:27,Tequila Sour,5.15
761,12-30-2020 15:43,Jack's Vanilla Coke,6.5
762,12-26-2020 17:36,Pink Panty Pulldowns,2.99
763,12-31-2020 04:26,Bob Marley,4.0
764,12-31-2020 15:48,Death in the Afternoon,4.0
765,12-27-2020 09:30,Orgasm,5.15
766,12-28-2020 22:03,Death in the Afternoon,4.0
767,12-26-2020 04:39,Sweet Sangria,4.0
768,12-28-2020 12:42,Pina Colada,5.5
769,12-28-2020 08:06,Sweet Tooth,2.99
770,12-29-2020 16:57,Jackhammer,3.5
771,12-29-2020 08:23,Zizi Coin-coin,5.0
772,12-30-2020 00:08,Sidecar,11.0
773,12-29-2020 17:37,Corpse Reviver,5.15
774,12-28-2020 15:23,Lemon Drop,2.99
775,12-28-2020 07:49,Yellow Bird,8.0
776,12-29-2020 05:36,Thai Iced Coffee,4.2
777,12-31-2020 13:01,Thai Coffee,5.5
778,12-30-2020 04:25,Royal Gin Fizz,7.5
779,12-31-2020 02:02,Broadside,5.5
780,12-26-2020 12:48,Talos Coffee,5.15
781,12-29-2020 06:19,Vodka Martini,4.2
782,12-27-2020 15:36,Grass Skirt,2.99
783,12-26-2020 09:38,Broadside,5.5
784,12-26-2020 06:50,Dry Martini,8.0
785,12-29-2020 03:01,Pina Colada,5.5
786,12-25-2020 19:46,Iced Coffee Fillip,5.0
787,12-31-2020 23:49,Boston Sour,5.0
788,12-28-2020 09:37,Halloween Punch,8.0
789,12-28-2020 19:25,Kool-Aid Slammer,3.0
790,12-26-2020 06:57,Broadside,5.5
791,12-30-2020 15:33,Queen Charlotte,8.0
792,12-28-2020 16:29,Hemingway Special,3.5
793,12-28-2020 11:01,Fruit Cooler,8.0
794,12-28-2020 16:28,Sweet Tooth,2.99
795,12-26-2020 07:02,Cuba Libra,2.99
796,12-30-2020 11:52,Grass Skirt,2.99
797,12-30-2020 19:39,Zoksel,6.5
798,12-28-2020 17:47,Bijou,4.0
799,12-31-2020 03:01,Mother's Milk,5.0
800,12-27-2020 17:03,Bellini,2.99
801,12-28-2020 07:42,Long Island Iced Tea,3.0
802,12-29-2020 06:53,Rum Sour,5.5
803,12-26-2020 05:45,Long Island Iced Tea,3.0
804,12-28-2020 20:32,Mai Tai,11.0
805,12-28-2020 00:30,Fahrenheit 5000,2.99
806,12-26-2020 20:25,Iced Coffee Fillip,5.0
807,12-29-2020 07:55,Frisco Sour,4.0
808,12-31-2020 07:17,Lassi - Sweet,8.0
809,12-27-2020 05:59,Casa Blanca,5.15
810,12-26-2020 18:42,Ipamena,2.99
811,12-27-2020 10:26,Van Vleet,4.2
812,12-29-2020 18:03,Big Red,8.0
813,12-29-2020 19:38,Chicago Fizz,5.5
814,12-27-2020 09:14,Affinity,2.99
815,12-25-2020 18:51,City Slicker,4.0
816,12-27-2020 14:40,Bellini,2.99
817,12-28-2020 18:29,Grim Reaper,4.0
818,12-31-2020 08:53,Figgy Thyme,3.0
819,12-31-2020 19:09,City Slicker,4.0
820,12-28-2020 13:12,Cuba Libra,2.99
821,12-31-2020 17:48,Cuba Libre,4.2
822,12-30-2020 11:46,Danbooka,4.99
823,12-28-2020 04:33,Rum Cooler,4.99
824,12-28-2020 01:27,Casino,6.5
825,12-28-2020 20:05,Corpse Reviver,5.15
826,12-28-2020 16:57,Owen's Grandmother's Revenge,8.0
827,12-31-2020 23:14,Chicago Fizz,5.5
828,12-31-2020 19:31,Chocolate Drink,12.0
829,12-29-2020 11:56,Kurant Tea,3.0
830,12-29-2020 14:11,Loch Lomond,3.0
831,12-26-2020 18:21,Sangria,3.5
832,12-29-2020 04:47,Grim Reaper,4.0
833,12-27-2020 13:20,Long Island Iced Tea,3.0
834,12-25-2020 22:14,Lassi - Sweet,8.0
835,12-27-2020 09:17,Vodka And Tonic,11.0
836,12-30-2020 06:05,Paradise,4.2
837,12-29-2020 08:09,Chicago Fizz,5.5
838,12-30-2020 19:21,Cuba Libra,2.99
839,12-28-2020 17:17,Winter Rita,5.5
840,12-26-2020 20:20,Fahrenheit 5000,2.99
841,12-30-2020 19:17,Pina Colada,5.5
842,12-29-2020 03:37,Dry Martini,8.0
843,12-28-2020 08:45,Cuba Libra,2.99
844,12-26-2020 05:11,Bramble,4.2
845,12-28-2020 11:12,Flying Dutchman,6.5
846,12-29-2020 15:33,Boston Sour,5.0
847,12-26-2020 12:47,Rum Cooler,4.99
848,12-31-2020 16:18,Dry Martini,8.0
849,12-31-2020 10:14,Irish Coffee,7.5
850,12-28-2020 13:39,Kurant Tea,3.0
851,12-31-2020 07:00,Corpse Reviver,5.15
852,12-29-2020 21:05,Death in the Afternoon,4.0
853,12-29-2020 10:28,Bijou,4.0
854,12-26-2020 22:09,Creme de Menthe,3.5
855,12-28-2020 02:13,Victor,4.2
856,12-27-2020 01:52,Flying Dutchman,6.5
857,12-26-2020 21:31,Queen Charlotte,8.0
858,12-30-2020 01:34,Kool First Aid,5.0
859,12-28-2020 21:39,Cuba Libra,2.99
860,12-30-2020 03:07,Coffee Liqueur,5.5
861,12-28-2020 20:36,Pina Colada,5.5
862,12-29-2020 09:35,Cuba Libra,2.99
863,12-26-2020 15:11,Scooter,12.0
864,12-29-2020 13:30,Jackhammer,3.5
865,12-28-2020 06:20,Yoghurt Cooler,3.5
866,12-31-2020 04:04,Jack's Vanilla Coke,6.5
867,12-27-2020 09:40,Jack's Vanilla Coke,6.5
868,12-25-2020 18:23,Gin Tonic,6.5
869,12-29-2020 00:05,Pina Colada,5.5
870,12-31-2020 02:12,Owen's Grandmother's Revenge,8.0
871,12-25-2020 17:56,Pina Colada,5.5
872,12-29-2020 03:03,Rusty Nail,4.0
873,12-28-2020 08:44,Artillery,3.5
874,12-29-2020 21:50,Kiwi Papaya Smoothie,5.15
875,12-27-2020 19:02,Pina Colada,5.5
876,12-30-2020 13:40,Dark Caipirinha,2.99
877,12-27-2020 20:55,Cuba Libra,2.99
878,12-31-2020 00:26,Porto flip,4.99
879,12-30-2020 09:07,Irish Coffee,7.5
880,12-27-2020 19:28,Chicago Fizz,5.5
881,12-27-2020 06:20,Grizzly Bear,12.0
882,12-26-2020 16:45,Grizzly Bear,12.0
883,12-29-2020 13:26,B-53,5.15
884,12-29-2020 17:37,Mai Tai,11.0
885,12-28-2020 23:47,Artillery,3.5
886,12-30-2020 07:25,Zizi Coin-coin,5.0
887,12-31-2020 22:10,Vesuvio,3.0
888,12-26-2020 09:29,Long Island Iced Tea,3.0
889,12-30-2020 05:02,White Lady,6.5
890,12-26-2020 22:47,Pina Colada,5.5
891,12-29-2020 08:23,Bramble,4.2
892,12-29-2020 23:47,Cuba Libra,2.99
893,12-27-2020 10:02,Cuba Libra,2.99
894,12-26-2020 08:14,Bubble Gum,3.0
895,12-26-2020 13:01,Sweet Tooth,2.99
896,12-28-2020 03:53,Campari Beer,7.5
897,12-31-2020 12:44,Figgy Thyme,3.0
898,12-31-2020 19:15,Ace,12.0
899,12-27-2020 10:05,Pina Colada,5.5
900,12-26-2020 13:46,Chocolate Drink,12.0
901,12-29-2020 20:10,Karsk,11.0
902,12-28-2020 09:28,Egg Nog - Healthy,11.0
903,12-25-2020 16:54,Dirty Martini,2.99
904,12-29-2020 10:17,Loch Lomond,3.0
905,12-26-2020 01:43,Whitecap Margarita,4.99
906,12-29-2020 19:23,Kiwi Martini,5.5
907,12-27-2020 06:42,Port Wine Flip,5.0
908,12-31-2020 12:41,Affinity,2.99
909,12-29-2020 12:23,Bijou,4.0
910,12-31-2020 09:56,Damned if you do,6.5
911,12-31-2020 07:44,Rusty Nail,4.0
912,12-29-2020 17:43,Lassi - Sweet,8.0
913,12-26-2020 05:11,Jack's Vanilla Coke,6.5
914,12-25-2020 21:13,Greyhound,4.99
915,12-26-2020 06:46,Pina Colada,5.5
916,12-30-2020 19:33,Caipirinha,3.5
917,12-27-2020 15:37,Victor,4.2
918,12-30-2020 15:15,Dry Martini,8.0
919,12-29-2020 04:46,Dry Martini,8.0
920,12-27-2020 23:52,Orange Crush,5.5
921,12-29-2020 02:56,Scooter,12.0
922,12-31-2020 07:48,Queen Charlotte,8.0
923,12-29-2020 10:52,Mango Mojito,7.5
924,12-30-2020 17:33,Cuba Libre,4.2
925,12-26-2020 07:22,Cuba Libra,2.99
926,12-28-2020 18:32,Jitterbug,4.0
927,12-26-2020 19:36,Lemon Drop,2.99
928,12-26-2020 19:18,Affinity,2.99
929,12-29-2020 07:09,Clover Club,4.99
930,12-30-2020 17:25,Valencia Cocktail,5.5
931,12-31-2020 21:36,Pina Colada,5.5
932,12-31-2020 11:37,Lassi Raita,6.5
933,12-31-2020 04:34,Bloody Mary,5.5
934,12-29-2020 15:48,Lone Tree Cooler,5.5
935,12-30-2020 02:02,Chicago Fizz,5.5
936,12-28-2020 21:28,Long Island Iced Tea,3.0
937,12-31-2020 23:58,Tom Collins,5.5
938,12-29-2020 04:42,Cuba Libra,2.99
939,12-31-2020 00:02,Mother's Milk,5.0
940,12-29-2020 17:48,Grim Reaper,4.0
941,12-31-2020 00:17,Pina Colada,5.5
942,12-26-2020 17:11,Limona Corona,4.2
943,12-26-2020 05:54,Jack Rose Cocktail,5.5
944,12-27-2020 04:27,Pysch Vitamin Light,6.5
945,12-29-2020 09:02,Jackhammer,3.5
946,12-31-2020 09:42,Cuba Libra,2.99
947,12-31-2020 23:00,Shot-gun,7.5
948,12-26-2020 01:22,Mai Tai,11.0
949,12-26-2020 11:26,Kool-Aid Slammer,3.0
950,12-28-2020 20:10,French 75,6.5
951,12-25-2020 17:01,Paradise,4.2
952,12-26-2020 00:25,Mimosa,5.0
953,12-31-2020 21:15,Chicago Fizz,5.5
954,12-30-2020 18:52,Sea breeze,8.0
955,12-28-2020 20:10,Queen Charlotte,8.0
956,12-26-2020 16:56,Pina Colada,5.5
957,12-31-2020 12:12,Cosmopolitan,2.99
958,12-27-2020 00:15,Dry Rob Roy,5.5
959,12-29-2020 20:40,Vesuvio,3.0
960,12-30-2020 06:53,Cuba Libra,2.99
961,12-29-2020 15:41,Yellow Bird,8.0
962,12-26-2020 01:27,Quick-sand,4.0
963,12-27-2020 16:39,Mulled Wine,11.0
964,12-27-2020 17:48,Waikiki Beachcomber,5.5
965,12-29-2020 06:48,Irish Coffee,7.5
966,12-30-2020 23:00,Ace,12.0
967,12-27-2020 02:34,Honey Bee,3.0
968,12-27-2020 00:01,GG,12.0
969,12-31-2020 05:20,Victory Collins,7.5
970,12-27-2020 03:35,Hawaiian Cocktail,6.5
971,12-29-2020 08:09,Dry Martini,8.0
972,12-30-2020 11:46,H.D.,7.5
973,12-26-2020 02:19,Mother's Milk,5.0
974,12-26-2020 05:12,Texas Rattlesnake,3.5
975,12-29-2020 08:09,Kill the cold Smoothie,11.0
976,12-27-2020 16:14,Munich Mule,12.0
977,12-31-2020 17:52,Shot-gun,7.5
978,12-28-2020 09:49,Bramble,4.2
979,12-26-2020 12:37,Cuba Libra,2.99
980,12-30-2020 11:36,Cuba Libra,2.99
981,12-31-2020 00:25,Gin Fizz,2.99
982,12-26-2020 12:07,Figgy Thyme,3.0
983,12-26-2020 14:39,Mother's Milk,5.0
984,12-30-2020 06:37,Casino Royale,11.0
985,12-31-2020 20:49,Snowball,11.0
986,12-31-2020 00:36,Sidecar,11.0
987,12-31-2020 09:41,Egg Cream,4.99
988,12-30-2020 16:51,After sex,7.5
989,12-30-2020 16:09,Corn n Oil,8.0
990,12-31-2020 10:48,Long Island Iced Tea,3.0
991,12-30-2020 02:30,Irish Spring,5.15
992,12-25-2020 21:01,Pina Colada,5.5
993,12-26-2020 08:02,Shot-gun,7.5
994,12-26-2020 10:22,Quick-sand,4.0
995,12-27-2020 16:24,Iced Coffee Fillip,5.0
996,12-28-2020 07:26,Sidecar,11.0
997,12-27-2020 20:38,Corpse Reviver,5.15
998,12-31-2020 09:03,Kurant Tea,3.0
999,12-29-2020 15:22,Yellow Bird,8.0
1000,12-30-2020 01:27,Gin Tonic,6.5
1001,12-25-2020 23:05,Munich Mule,12.0
1002,12-27-2020 11:35,Veteran,8.0
1003,12-31-2020 01:03,Frosé,2.99
1004,12-30-2020 04:04,Dry Martini,8.0
1005,12-30-2020 12:05,Pysch Vitamin Light,6.5
1006,12-31-2020 07:24,Chicago Fizz,5.5
1007,12-27-2020 03:01,Porto flip,4.99
1008,12-27-2020 07:40,Cuba Libra,2.99
1009,12-26-2020 05:01,Radioactive Long Island Iced Tea,7.5
1010,12-26-2020 07:30,Flaming Lamborghini,3.0
1011,12-30-2020 03:17,Cuba Libra,2.99
1012,12-30-2020 13:51,Lemouroudji,5.15
1013,12-26-2020 03:23,Queen Charlotte,8.0
1014,12-31-2020 02:27,Pina Colada,5.5
1015,12-30-2020 16:52,Zippy's Revenge,5.0
1016,12-29-2020 05:58,Bramble,4.2
1017,12-28-2020 19:39,Jelly Bean,3.0
1018,12-26-2020 10:36,Cuba Libra,2.99
1019,12-26-2020 05:52,Bellini,2.99
1020,12-31-2020 22:03,Lord And Lady,8.0
1021,12-26-2020 18:14,Jitterbug,4.0
1022,12-27-2020 21:19,Honey Bee,3.0
1023,12-25-2020 21:26,Paradise,4.2
1024,12-30-2020 11:03,Rum Punch,3.5
1025,12-26-2020 15:18,Broadside,5.5
1026,12-28-2020 00:23,Loch Lomond,3.0
1027,12-29-2020 15:08,Chicago Fizz,5.5
1028,12-26-2020 22:50,Mai Tai,11.0
1029,12-30-2020 07:53,Talos Coffee,5.15
1030,12-26-2020 11:35,Pink Panty Pulldowns,2.99
1031,12-26-2020 06:54,Cuba Libra,2.99
1032,12-28-2020 01:05,Sangria,3.5
1033,12-26-2020 22:42,Munich Mule,12.0
1034,12-30-2020 08:52,Long Island Iced Tea,3.0
1035,12-28-2020 12:11,Vampiro,11.0
1036,12-30-2020 00:59,Cuba Libra,2.99
1037,12-27-2020 20:14,Bijou,4.0
1038,12-31-2020 08:16,Cuba Libra,2.99
1039,12-30-2020 06:20,H.D.,7.5
1040,12-26-2020 20:21,Rum Cooler,4.99
1041,12-30-2020 07:25,Whitecap Margarita,4.99
1042,12-31-2020 15:11,Zippy's Revenge,5.0
1043,12-27-2020 19:58,Flaming Lamborghini,3.0
1044,12-28-2020 04:29,Scotch Sour,7.5
1045,12-27-2020 23:51,Kool First Aid,5.0
1046,12-31-2020 05:45,Vesuvio,3.0
1047,12-26-2020 17:43,Orange Oasis,4.99
1048,12-27-2020 04:01,Planter's Punch,5.0
1049,12-25-2020 22:46,Irish Coffee,7.5
1050,12-26-2020 14:45,Cosmopolitan,2.99
1051,12-29-2020 19:29,Jack's Vanilla Coke,6.5
1052,12-31-2020 19:54,Bijou,4.0
1053,12-25-2020 17:53,Pysch Vitamin Light,6.5
1054,12-25-2020 17:51,Grizzly Bear,12.0
1055,12-28-2020 19:08,Rum Punch,3.5
1056,12-27-2020 05:02,Mulled Wine,11.0
1057,12-29-2020 10:40,Veteran,8.0
1058,12-29-2020 18:32,After sex,7.5
1059,12-25-2020 22:24,Godfather,6.5
1060,12-31-2020 09:44,Cuba Libra,2.99
1061,12-27-2020 03:55,Cuba Libra,2.99
1062,12-30-2020 17:16,Irish Spring,5.15
1063,12-30-2020 14:31,Dry Martini,8.0
1064,12-30-2020 03:06,Horse's Neck,7.5
1065,12-30-2020 11:55,Cream Soda,5.15
1066,12-29-2020 10:07,Hemingway Special,3.5
1067,12-31-2020 08:14,Damned if you do,6.5
1068,12-26-2020 22:35,Casino Royale,11.0
1069,12-28-2020 01:18,Vesuvio,3.0
1070,12-27-2020 14:28,Affinity,2.99
1071,12-27-2020 18:40,Jack's Vanilla Coke,6.5
1072,12-31-2020 12:21,Pina Colada,5.5
1073,12-27-2020 08:15,Pina Colada,5.5
1074,12-29-2020 18:03,Munich Mule,12.0
1075,12-28-2020 03:52,Paradise,4.2
1076,12-28-2020 22:02,Hunter's Moon,3.0
1077,12-31-2020 13:09,Casino Royale,11.0
1078,12-30-2020 12:29,Chicago Fizz,5.5
1079,12-26-2020 14:24,Sangria,3.5
1080,12-28-2020 18:17,Coffee Liqueur,5.5
1081,12-27-2020 06:34,Sweet Sangria,4.0
1082,12-28-2020 00:18,Hemingway Special,3.5
1083,12-29-2020 15:37,Afternoon,3.0
1084,12-29-2020 20:05,Loch Lomond,3.0
1085,12-31-2020 07:33,Sangria,3.5
1086,12-31-2020 22:13,Vodka And Tonic,11.0
1087,12-26-2020 06:36,Irish Spring,5.15
1088,12-26-2020 07:10,Monkey Gland,11.0
1089,12-29-2020 05:58,Dry Martini,8.0
1090,12-28-2020 18:19,Cuba Libra,2.99
1091,12-30-2020 23:52,Godfather,6.5
1092,12-29-2020 06:28,Monkey Gland,11.0
1093,12-26-2020 14:44,Sweet Tooth,2.99
1094,12-26-2020 08:36,Scooter,12.0
1095,12-27-2020 22:33,Hawaiian Cocktail,6.5
1096,12-28-2020 19:58,A. J.,11.0
1097,12-31-2020 18:01,Chocolate Drink,12.0
1098,12-26-2020 15:20,Irish Curdling Cow,2.99
1099,12-27-2020 02:50,Irish Curdling Cow,2.99
1100,12-25-2020 21:27,John Collins,6.5
1101,12-31-2020 13:28,Iced Coffee Fillip,5.0
1102,12-29-2020 23:44,Cuba Libra,2.99
1103,12-26-2020 20:40,Dry Martini,8.0
1104,12-31-2020 09:31,Grasshopper,4.99
1105,12-30-2020 17:27,Limona Corona,4.2
1106,12-27-2020 20:02,The Philosopher,5.15
1107,12-29-2020 22:57,Bijou,4.0
1108,12-31-2020 02:07,Afternoon,3.0
1109,12-31-2020 21:23,Radioactive Long Island Iced Tea,7.5
1110,12-31-2020 01:49,Cosmopolitan,2.99
1111,12-31-2020 00:12,Monkey Gland,11.0
