,TS,ital,költség
516,2020-12-29 20:31:50,Margarita,7.5
517,2020-12-31 13:10:40,Midnight Mint,7.5
518,2020-12-27 13:26:03,Lassi Raita,6.5
519,2020-12-28 21:49:07,Old Fashioned,5.5
520,2020-12-30 04:20:37,Sangria,3.5
521,2020-12-28 20:23:39,Afternoon,3.0
522,2020-12-25 20:56:35,Quick-sand,4.0
523,2020-12-25 19:50:19,Casa Blanca,5.15
524,2020-12-28 02:53:53,Long Island Iced Tea,3.0
525,2020-12-28 17:25:50,Vampiro,11.0
526,2020-12-30 11:49:47,Irish Curdling Cow,2.99
527,2020-12-29 22:40:26,Van Vleet,4.2
528,2020-12-26 11:01:53,Whitecap Margarita,4.99
529,2020-12-30 05:50:15,Planter’s Punch,8.0
530,2020-12-31 02:46:07,Lone Tree Cooler,5.5
531,2020-12-30 17:35:43,Imperial Cocktail,4.99
532,2020-12-27 01:35:28,Victory Collins,7.5
533,2020-12-29 22:35:36,Queen Charlotte,8.0
534,2020-12-28 22:47:52,Imperial Cocktail,4.99
535,2020-12-28 15:41:47,New York Lemonade,5.15
536,2020-12-29 19:06:23,Bloody Mary,5.5
537,2020-12-28 21:36:46,Margarita,7.5
538,2020-12-26 06:47:43,Grim Reaper,4.0
539,2020-12-29 21:44:13,Orange Crush,5.5
540,2020-12-28 12:58:27,Frisco Sour,4.0
541,2020-12-31 11:27:47,Afternoon,3.0
542,2020-12-30 11:09:51,Gin Fizz,2.99
543,2020-12-27 12:22:56,Grass Skirt,2.99
544,2020-12-30 12:19:19,Margarita,7.5
545,2020-12-31 09:27:09,Fahrenheit 5000,2.99
546,2020-12-26 11:49:40,Clover Club,4.99
547,2020-12-30 06:10:45,Tequila Sour,5.15
548,2020-12-31 21:18:11,Greyhound,4.99
549,2020-12-27 23:18:16,Egg Nog - Healthy,11.0
550,2020-12-31 16:32:17,Valencia Cocktail,5.5
551,2020-12-28 17:23:01,After sex,7.5
552,2020-12-27 00:56:24,Zoksel,6.5
553,2020-12-27 09:49:43,Margarita,7.5
554,2020-12-31 07:22:16,Gin Fizz,2.99
555,2020-12-25 19:09:46,Mango Mojito,7.5
556,2020-12-29 08:50:38,Imperial Cocktail,4.99
557,2020-12-26 20:52:34,Mai Tai,11.0
558,2020-12-27 17:21:32,Irish Curdling Cow,2.99
559,2020-12-31 14:36:13,Gimlet,4.2
560,2020-12-27 05:18:59,Irish Coffee,7.5
561,2020-12-30 14:01:28,Gin Fizz,2.99
562,2020-12-29 20:48:11,Dry Martini,8.0
563,2020-12-27 11:57:08,Rum Cooler,4.99
564,2020-12-30 19:27:16,Kiwi Papaya Smoothie,5.15
565,2020-12-28 16:36:25,Barracuda,4.2
566,2020-12-31 14:59:24,Hawaiian Cocktail,6.5
567,2020-12-28 09:56:23,Shark Attack,6.5
568,2020-12-27 05:52:03,Hawaiian Cocktail,6.5
569,2020-12-26 14:56:01,Vampiro,11.0
570,2020-12-26 22:07:47,Cosmopolitan,2.99
571,2020-12-30 01:16:27,Cream Soda,5.15
572,2020-12-28 22:39:12,Yoghurt Cooler,3.5
573,2020-12-27 02:16:26,Mother's Milk,5.0
574,2020-12-28 23:22:08,Adam,3.5
575,2020-12-27 03:54:35,Margarita,7.5
576,2020-12-25 19:41:45,Tuxedo Cocktail,12.0
577,2020-12-31 09:30:22,Long Island Tea,8.0
578,2020-12-27 02:27:00,Hawaiian Cocktail,6.5
579,2020-12-28 00:41:00,Hawaiian Cocktail,6.5
580,2020-12-29 15:59:17,Radioactive Long Island Iced Tea,7.5
581,2020-12-27 02:52:33,Hawaiian Cocktail,6.5
582,2020-12-28 10:41:52,Dry Martini,8.0
583,2020-12-26 07:18:26,Mulled Wine,11.0
584,2020-12-28 23:03:37,Hawaiian Cocktail,6.5
585,2020-12-26 11:11:20,Iced Coffee Fillip,5.0
586,2020-12-29 12:32:51,Bijou,4.0
587,2020-12-25 20:51:10,Negroni,2.99
588,2020-12-29 17:54:06,City Slicker,4.0
589,2020-12-27 09:30:34,Manhattan,4.2
590,2020-12-26 15:24:33,Porto flip,4.99
591,2020-12-30 01:13:48,Turf Cocktail,12.0
592,2020-12-28 23:32:38,Honey Bee,3.0
593,2020-12-27 02:28:32,Frosé,2.99
594,2020-12-31 19:26:00,The Laverstoke,7.5
595,2020-12-26 17:24:25,Hunter's Moon,3.0
596,2020-12-30 10:10:31,Chocolate Milk,5.15
597,2020-12-27 10:29:46,Waikiki Beachcomber,5.5
598,2020-12-26 02:36:40,Big Red,8.0
599,2020-12-29 23:34:55,Godfather,6.5
600,2020-12-27 11:19:26,Jelly Bean,3.0
601,2020-12-26 19:35:51,Scooter,12.0
602,2020-12-28 22:34:40,Apello,3.5
603,2020-12-26 13:03:35,Shark Attack,6.5
604,2020-12-25 17:26:16,Imperial Cocktail,4.99
605,2020-12-26 01:31:24,Hemingway Special,3.5
606,2020-12-30 08:11:40,Loch Lomond,3.0
607,2020-12-27 00:28:36,Imperial Cocktail,4.99
608,2020-12-30 13:42:52,Karsk,11.0
609,2020-12-30 11:29:14,Bob Marley,4.0
610,2020-12-28 15:33:58,Casino,6.5
611,2020-12-27 12:16:01,Melya,8.0
612,2020-12-29 00:22:03,Grasshopper,4.99
613,2020-12-26 17:01:35,Hunter's Moon,3.0
614,2020-12-27 22:31:50,Lassi - Sweet,8.0
615,2020-12-31 07:46:18,Citrus Coke,5.15
616,2020-12-27 14:15:48,After sex,7.5
617,2020-12-29 01:39:48,Adam,3.5
618,2020-12-31 12:01:25,Monkey Gland,11.0
619,2020-12-30 00:32:53,Hawaiian Cocktail,6.5
620,2020-12-30 01:09:02,After sex,7.5
621,2020-12-29 02:42:21,Casino,6.5
622,2020-12-25 21:06:21,Gin Fizz,2.99
623,2020-12-29 05:18:38,Cuba Libre,4.2
624,2020-12-30 12:06:55,Death in the Afternoon,4.0
625,2020-12-27 05:07:02,H.D.,7.5
626,2020-12-28 15:34:24,Ipamena,2.99
627,2020-12-27 11:36:12,Quick-sand,4.0
628,2020-12-27 12:25:16,Thai Iced Coffee,4.2
629,2020-12-25 17:59:51,Thai Coffee,5.5
630,2020-12-31 05:27:04,Paradise,4.2
631,2020-12-30 04:34:37,Hawaiian Cocktail,6.5
632,2020-12-30 13:40:24,Iced Coffee Fillip,5.0
633,2020-12-29 15:29:00,Mudslinger,11.0
634,2020-12-28 19:11:00,Gin Rickey,4.0
635,2020-12-26 14:02:08,Horse's Neck,7.5
636,2020-12-30 01:32:21,Corn n Oil,8.0
637,2020-12-29 02:34:34,Kurant Tea,3.0
638,2020-12-26 22:07:10,Artillery,3.5
639,2020-12-29 09:00:20,White Lady,6.5
640,2020-12-29 16:23:44,Thai Coffee,5.5
641,2020-12-28 15:10:50,Casino Royale,11.0
642,2020-12-28 13:54:08,Ace,12.0
643,2020-12-31 18:18:48,Caipirissima,2.99
644,2020-12-29 21:13:54,Espresso Martini,11.0
645,2020-12-27 00:10:26,The Philosopher,5.15
646,2020-12-28 19:15:02,Long Island Tea,8.0
647,2020-12-31 13:57:10,Hawaiian Cocktail,6.5
648,2020-12-26 19:46:48,Manhattan,4.2
649,2020-12-26 17:47:50,Margarita,7.5
650,2020-12-31 11:22:47,Dirty Nipple,3.5
651,2020-12-26 11:38:55,Afternoon,3.0
652,2020-12-29 17:27:23,Margarita,7.5
653,2020-12-31 16:29:24,Irish Spring,5.15
654,2020-12-25 22:29:19,Bora Bora,2.99
655,2020-12-30 14:23:25,Cosmopolitan,2.99
656,2020-12-25 18:50:39,Hawaiian Cocktail,6.5
657,2020-12-27 21:16:54,Grasshopper,4.99
658,2020-12-25 22:33:45,Owen's Grandmother's Revenge,8.0
659,2020-12-31 16:20:26,Loch Lomond,3.0
660,2020-12-26 04:48:48,Jelly Bean,3.0
661,2020-12-28 12:44:34,Dry Rob Roy,5.5
662,2020-12-27 05:25:39,Imperial Cocktail,4.99
663,2020-12-28 07:29:04,Loch Lomond,3.0
664,2020-12-29 21:53:23,Van Vleet,4.2
665,2020-12-25 22:44:23,GG,12.0
666,2020-12-26 17:40:33,Hemingway Special,3.5
667,2020-12-29 19:26:29,Broadside,5.5
668,2020-12-25 22:03:14,Kool-Aid Slammer,3.0
669,2020-12-26 07:08:13,Casa Blanca,5.15
670,2020-12-27 00:13:40,Victor,4.2
671,2020-12-25 18:48:57,Zimadori Zinger,12.0
672,2020-12-30 00:05:11,Hawaiian Cocktail,6.5
673,2020-12-26 10:14:33,Cream Soda,5.15
674,2020-12-29 08:36:30,Imperial Cocktail,4.99
675,2020-12-28 13:45:51,Honey Bee,3.0
676,2020-12-26 18:38:37,Bramble,4.2
677,2020-12-31 15:03:11,Long Island Tea,8.0
678,2020-12-31 17:38:40,Manhattan,4.2
679,2020-12-26 23:17:38,Old Fashioned,5.5
680,2020-12-29 02:25:59,Iced Coffee Fillip,5.0
681,2020-12-30 21:36:38,Mother's Milk,5.0
682,2020-12-27 13:52:15,Zizi Coin-coin,5.0
683,2020-12-28 20:48:48,Grim Reaper,4.0
684,2020-12-31 16:16:49,Mint Julep,8.0
685,2020-12-28 14:22:55,Bora Bora,2.99
686,2020-12-30 13:28:03,Bubble Gum,3.0
687,2020-12-27 19:00:25,Orange Oasis,4.99
688,2020-12-25 16:28:09,Veteran,8.0
689,2020-12-31 22:43:45,Margarita,7.5
690,2020-12-31 22:52:30,Bob Marley,4.0
691,2020-12-27 03:32:44,Apello,3.5
692,2020-12-27 17:51:15,Fahrenheit 5000,2.99
693,2020-12-27 15:08:36,Thai Iced Coffee,4.2
694,2020-12-31 14:15:35,Jack's Vanilla Coke,6.5
695,2020-12-28 01:26:06,Dirty Nipple,3.5
696,2020-12-27 16:09:47,Godfather,6.5
697,2020-12-27 19:03:53,Munich Mule,12.0
698,2020-12-30 08:14:34,Vodka And Tonic,11.0
699,2020-12-30 14:15:27,Margarita,7.5
700,2020-12-31 07:25:24,Grim Reaper,4.0
701,2020-12-30 22:25:35,Winter Paloma,8.0
702,2020-12-27 20:38:33,Monkey Gland,11.0
703,2020-12-28 07:02:41,Egg Cream,4.99
704,2020-12-28 11:38:49,Oreo Mudslide,8.0
705,2020-12-29 14:09:51,Yoghurt Cooler,3.5
706,2020-12-26 02:09:21,Dirty Martini,2.99
707,2020-12-29 21:20:42,Sweet Tooth,2.99
708,2020-12-26 08:34:40,Rusty Nail,4.0
709,2020-12-29 17:28:21,Hawaiian Cocktail,6.5
710,2020-12-29 06:23:06,Manhattan,4.2
711,2020-12-27 06:31:42,Creme de Menthe,3.5
712,2020-12-30 21:36:43,Bellini,2.99
713,2020-12-30 14:21:37,Margarita,7.5
714,2020-12-28 14:52:29,Vampiro,11.0
715,2020-12-27 04:39:49,Limona Corona,4.2
716,2020-12-31 18:10:51,Hawaiian Cocktail,6.5
717,2020-12-29 06:19:51,Talos Coffee,5.15
718,2020-12-31 11:37:35,Paradise,4.2
719,2020-12-26 11:17:13,Victory Collins,7.5
720,2020-12-27 18:27:08,Sidecar,11.0
721,2020-12-26 19:39:47,Long Island Iced Tea,3.0
722,2020-12-28 03:04:02,Mai Tai,11.0
723,2020-12-31 22:02:15,Manhattan,4.2
724,2020-12-28 12:11:55,Van Vleet,4.2
725,2020-12-29 21:58:58,Zimadori Zinger,12.0
726,2020-12-28 07:31:22,Long Island Tea,8.0
727,2020-12-27 18:28:30,Imperial Cocktail,4.99
728,2020-12-31 21:27:14,Lemon Drop,2.99
729,2020-12-30 04:51:27,Manhattan,4.2
730,2020-12-30 05:45:49,Hawaiian Cocktail,6.5
731,2020-12-30 04:36:12,Zoksel,6.5
732,2020-12-31 07:06:44,Kurant Tea,3.0
733,2020-12-30 06:48:15,Victor,4.2
734,2020-12-27 15:35:59,Thai Iced Coffee,4.2
735,2020-12-27 11:33:01,City Slicker,4.0
736,2020-12-29 04:26:21,Radioactive Long Island Iced Tea,7.5
737,2020-12-31 09:04:38,Vampiro,11.0
738,2020-12-29 19:58:49,Margarita,7.5
739,2020-12-26 21:46:46,Big Red,8.0
740,2020-12-30 13:30:21,Zimadori Zinger,12.0
741,2020-12-28 15:44:29,Kill the cold Smoothie,11.0
742,2020-12-31 10:39:08,Yellow Bird,8.0
743,2020-12-26 02:30:07,Paradise,4.2
744,2020-12-31 22:56:02,Cosmopolitan,2.99
745,2020-12-28 11:22:42,Godfather,6.5
746,2020-12-29 08:58:20,Margarita,7.5
747,2020-12-27 02:53:28,Queen Charlotte,8.0
748,2020-12-28 20:30:57,Scotch Sour,7.5
749,2020-12-27 02:24:27,Egg Nog - Healthy,11.0
750,2020-12-30 13:02:40,Long Island Tea,8.0
751,2020-12-30 09:55:37,Addison,12.0
752,2020-12-28 01:05:51,Fruit Shake,5.5
753,2020-12-27 21:54:41,Long Island Iced Tea,3.0
754,2020-12-27 16:40:47,Mai Tai,11.0
755,2020-12-25 16:37:19,Frappé,3.0
756,2020-12-29 05:38:38,Shot-gun,7.5
757,2020-12-31 16:36:55,John Collins,6.5
758,2020-12-28 00:09:04,Chocolate Milk,5.15
759,2020-12-26 12:28:14,Pure Passion,2.99
760,2020-12-28 06:02:27,Rum Cooler,4.99
761,2020-12-30 03:08:02,Clover Club,4.99
762,2020-12-29 19:21:09,Munich Mule,12.0
763,2020-12-30 11:17:05,Gin Tonic,6.5
764,2020-12-27 03:37:19,Quentin,3.5
765,2020-12-27 00:52:48,Fruit Shake,5.5
766,2020-12-30 17:48:06,After sex,7.5
767,2020-12-30 08:45:18,Rum Milk Punch,12.0
768,2020-12-25 21:07:08,Cosmopolitan,2.99
769,2020-12-27 17:43:36,Grasshopper,4.99
770,2020-12-26 05:17:47,A. J.,11.0
771,2020-12-31 22:20:58,Hunter's Moon,3.0
772,2020-12-26 04:40:31,Rusty Nail,4.0
773,2020-12-31 07:33:26,Kool-Aid Slammer,3.0
774,2020-12-31 11:03:25,Manhattan,4.2
775,2020-12-31 12:25:06,A. J.,11.0
776,2020-12-28 19:49:29,Quentin,3.5
777,2020-12-31 00:25:33,The Laverstoke,7.5
778,2020-12-28 21:54:58,Radioactive Long Island Iced Tea,7.5
779,2020-12-29 00:28:08,Iced Coffee Fillip,5.0
780,2020-12-29 07:21:24,Bob Marley,4.0
781,2020-12-27 13:25:07,After sex,7.5
782,2020-12-28 05:30:11,Long Island Tea,8.0
783,2020-12-26 05:39:30,Zizi Coin-coin,5.0
784,2020-12-26 11:09:38,Long Island Tea,8.0
785,2020-12-30 15:24:51,Margarita,7.5
786,2020-12-25 20:01:07,Port Wine Flip,5.0
787,2020-12-31 16:32:00,Fahrenheit 5000,2.99
788,2020-12-27 11:40:44,Chocolate Milk,5.15
789,2020-12-28 04:31:08,Ziemes Martini Apfelsaft,4.0
790,2020-12-28 23:52:21,The Laverstoke,7.5
791,2020-12-30 15:33:26,Irish Coffee,7.5
792,2020-12-26 16:18:03,Imperial Cocktail,4.99
793,2020-12-29 01:54:49,Caipirinha,3.5
794,2020-12-31 08:02:22,Long Island Tea,8.0
795,2020-12-31 14:22:17,Snowball,11.0
796,2020-12-27 02:12:25,John Collins,6.5
797,2020-12-28 04:36:37,Ipamena,2.99
798,2020-12-30 23:09:49,Godfather,6.5
799,2020-12-26 10:31:37,Gin Rickey,4.0
800,2020-12-28 14:30:56,Imperial Cocktail,4.99
801,2020-12-28 11:24:19,Grasshopper,4.99
802,2020-12-26 10:08:38,Mai Tai,11.0
803,2020-12-30 17:18:15,Flying Dutchman,6.5
804,2020-12-31 21:39:49,Imperial Cocktail,4.99
805,2020-12-30 23:56:57,Dry Rob Roy,5.5
806,2020-12-28 04:58:27,Caipirinha,3.5
807,2020-12-28 13:59:08,Bora Bora,2.99
808,2020-12-30 07:47:15,After sex,7.5
809,2020-12-28 10:14:44,Homemade Kahlua,6.5
810,2020-12-31 13:48:53,Halloween Punch,8.0
811,2020-12-27 19:37:20,Orgasm,5.15
812,2020-12-28 22:50:18,Fahrenheit 5000,2.99
813,2020-12-28 00:35:13,Jackhammer,3.5
814,2020-12-28 14:25:45,Long Island Tea,8.0
815,2020-12-27 06:16:27,Imperial Cocktail,4.99
816,2020-12-25 19:24:58,Flaming Lamborghini,3.0
817,2020-12-25 18:59:55,Pink Panty Pulldowns,2.99
818,2020-12-29 04:51:16,Zimadori Zinger,12.0
819,2020-12-30 18:13:16,Russian Spring Punch,7.5
820,2020-12-27 14:22:59,Grasshopper,4.99
821,2020-12-28 22:40:23,Long Island Iced Tea,3.0
822,2020-12-28 01:21:55,B-53,5.15
823,2020-12-29 06:28:12,Long Island Iced Tea,3.0
824,2020-12-28 22:42:05,Victor,4.2
825,2020-12-30 13:07:58,Grizzly Bear,12.0
826,2020-12-29 13:56:56,Van Vleet,4.2
827,2020-12-27 08:17:01,Radioactive Long Island Iced Tea,7.5
828,2020-12-28 16:04:18,Bellini,2.99
829,2020-12-25 23:34:23,Loch Lomond,3.0
830,2020-12-31 21:16:30,Rum Punch,3.5
831,2020-12-25 16:41:53,Scooter,12.0
832,2020-12-26 16:50:57,Queen Charlotte,8.0
833,2020-12-29 05:37:02,B-53,5.15
834,2020-12-28 23:11:51,Veteran,8.0
835,2020-12-26 00:45:34,Lemon Elderflower Spritzer,4.2
836,2020-12-29 10:12:14,Victory Collins,7.5
837,2020-12-26 12:20:55,Dry Martini,8.0
838,2020-12-29 03:39:25,Ipamena,2.99
839,2020-12-26 12:54:01,Queen Charlotte,8.0
840,2020-12-29 00:16:57,Rum Sour,5.5
841,2020-12-29 22:44:50,Imperial Cocktail,4.99
842,2020-12-30 13:42:47,Pysch Vitamin Light,6.5
843,2020-12-30 19:15:35,Irish Coffee,7.5
844,2020-12-30 08:25:22,Vesuvio,3.0
845,2020-12-29 22:54:52,Death in the Afternoon,4.0
846,2020-12-30 20:35:17,Long Island Tea,8.0
847,2020-12-27 08:09:56,Thai Coffee,5.5
848,2020-12-27 07:46:06,Kiwi Papaya Smoothie,5.15
849,2020-12-28 07:14:20,The Philosopher,5.15
850,2020-12-28 17:26:54,Rum Sour,5.5
851,2020-12-27 03:30:46,Frozen Daiquiri,4.99
852,2020-12-28 16:17:39,Mai Tai,11.0
853,2020-12-30 11:21:11,Kiwi Papaya Smoothie,5.15
854,2020-12-26 16:00:57,Margarita,7.5
855,2020-12-26 09:17:18,Gin Fizz,2.99
856,2020-12-31 10:15:51,Hawaiian Cocktail,6.5
857,2020-12-30 23:16:25,Lemon Drop,2.99
858,2020-12-26 14:41:37,Flying Dutchman,6.5
859,2020-12-30 07:29:52,Winter Rita,5.5
860,2020-12-30 13:42:54,Margarita,7.5
861,2020-12-29 19:13:12,Artillery,3.5
862,2020-12-27 17:36:03,Hawaiian Cocktail,6.5
863,2020-12-29 07:06:52,Snowball,11.0
864,2020-12-26 15:55:32,Waikiki Beachcomber,5.5
865,2020-12-29 06:18:34,Chocolate Drink,12.0
866,2020-12-26 14:08:41,Bellini,2.99
867,2020-12-25 19:08:36,Mai Tai,11.0
868,2020-12-27 11:28:34,Mai Tai,11.0
869,2020-12-31 08:09:59,French 75,6.5
870,2020-12-26 10:40:35,Snowday,6.5
871,2020-12-26 11:16:29,Porto flip,4.99
872,2020-12-27 22:06:31,Hawaiian Cocktail,6.5
873,2020-12-26 23:15:53,Grasshopper,4.99
874,2020-12-31 02:09:47,Chocolate Drink,12.0
875,2020-12-30 17:44:10,Jelly Bean,3.0
876,2020-12-28 23:15:10,Bijou,4.0
877,2020-12-26 22:15:50,Queen Charlotte,8.0
878,2020-12-29 01:53:33,Nuked Hot Chocolate,12.0
879,2020-12-30 03:02:31,Hawaiian Cocktail,6.5
880,2020-12-31 02:46:29,Long Island Tea,8.0
881,2020-12-26 16:19:26,Vampiro,11.0
882,2020-12-27 19:11:00,Sangria,3.5
883,2020-12-31 14:51:32,Mai Tai,11.0
884,2020-12-31 17:19:24,Imperial Cocktail,4.99
885,2020-12-29 18:30:48,Mai Tai,11.0
886,2020-12-26 01:17:49,Winter Paloma,8.0
887,2020-12-29 10:18:23,Paradise,4.2
888,2020-12-26 07:20:08,Imperial Cocktail,4.99
889,2020-12-27 10:31:40,Jewel Of The Nile,6.5
890,2020-12-27 16:41:17,White Lady,6.5
891,2020-12-26 17:26:44,Winter Paloma,8.0
892,2020-12-29 07:04:02,Fruit Cooler,8.0
893,2020-12-28 20:28:26,Frosé,2.99
894,2020-12-31 00:29:22,Gimlet,4.2
895,2020-12-30 14:04:06,Valencia Cocktail,5.5
896,2020-12-29 08:55:57,Bramble,4.2
897,2020-12-26 09:43:14,Mai Tai,11.0
898,2020-12-26 00:34:02,Addison,12.0
899,2020-12-30 08:40:39,Affair,8.0
900,2020-12-28 14:58:29,Lone Tree Cooler,5.5
901,2020-12-26 01:56:33,Paradise,4.2
902,2020-12-31 02:08:01,White Lady,6.5
903,2020-12-29 15:36:39,Hawaiian Cocktail,6.5
904,2020-12-30 05:14:51,Imperial Cocktail,4.99
905,2020-12-27 22:42:21,Thai Iced Coffee,4.2
906,2020-12-26 01:21:58,Waikiki Beachcomber,5.5
907,2020-12-26 20:38:29,Mai Tai,11.0
908,2020-12-27 08:10:53,After sex,7.5
909,2020-12-27 14:27:03,Casino Royale,11.0
910,2020-12-29 22:26:39,Kiwi Papaya Smoothie,5.15
911,2020-12-27 04:46:52,Tom Collins,5.5
912,2020-12-30 14:44:35,Margarita,7.5
913,2020-12-26 23:20:18,Hawaiian Cocktail,6.5
914,2020-12-25 23:36:36,Long Island Tea,8.0
915,2020-12-28 03:44:33,Long Island Tea,8.0
916,2020-12-30 10:42:22,John Collins,6.5
917,2020-12-28 10:22:36,John Collins,6.5
918,2020-12-26 09:33:51,Figgy Thyme,3.0
919,2020-12-30 18:03:44,Casino Royale,11.0
920,2020-12-28 22:37:01,Victory Collins,7.5
921,2020-12-29 12:01:54,Jack's Vanilla Coke,6.5
922,2020-12-31 08:00:13,White Lady,6.5
923,2020-12-27 07:15:00,Manhattan,4.2
924,2020-12-30 11:09:16,Margarita,7.5
925,2020-12-26 17:29:57,Rum Toddy,4.2
926,2020-12-27 17:18:46,Thai Iced Coffee,4.2
927,2020-12-26 06:59:42,Sangria,3.5
928,2020-12-29 20:54:19,Bloody Mary,5.5
929,2020-12-27 17:05:46,Halloween Punch,8.0
930,2020-12-31 08:01:54,Gin Tonic,6.5
931,2020-12-26 04:02:45,Owen's Grandmother's Revenge,8.0
932,2020-12-28 22:20:04,Imperial Cocktail,4.99
933,2020-12-30 09:31:31,Dry Rob Roy,5.5
934,2020-12-31 17:05:25,Egg Nog - Healthy,11.0
935,2020-12-31 05:43:04,Clover Club,4.99
936,2020-12-30 17:43:51,Sea breeze,8.0
937,2020-12-28 09:55:58,The Laverstoke,7.5
938,2020-12-29 09:08:37,Corpse Reviver,5.15
939,2020-12-25 18:21:06,Affinity,2.99
940,2020-12-26 17:10:01,Tuxedo Cocktail,12.0
941,2020-12-27 17:41:03,GG,12.0
942,2020-12-27 23:53:40,Long Island Iced Tea,3.0
943,2020-12-26 06:23:09,Frisco Sour,4.0
944,2020-12-27 21:23:33,Bloody Mary,5.5
945,2020-12-26 03:23:13,Margarita,7.5
946,2020-12-27 08:53:39,Owen's Grandmother's Revenge,8.0
947,2020-12-26 14:19:43,Sol Y Sombra,5.15
948,2020-12-31 08:38:00,H.D.,7.5
949,2020-12-31 17:42:49,Imperial Cocktail,4.99
950,2020-12-29 06:15:56,Yoghurt Cooler,3.5
951,2020-12-28 10:19:06,Lassi Raita,6.5
952,2020-12-26 23:27:13,Hawaiian Cocktail,6.5
953,2020-12-31 22:53:48,Fahrenheit 5000,2.99
954,2020-12-25 23:22:13,Coffee Liqueur,5.5
955,2020-12-28 12:14:58,Victory Collins,7.5
956,2020-12-26 12:59:12,Margarita,7.5
957,2020-12-29 18:03:42,Imperial Cocktail,4.99
958,2020-12-28 20:44:29,Monkey Gland,11.0
959,2020-12-26 14:42:00,Whitecap Margarita,4.99
960,2020-12-28 08:50:36,Irish Curdling Cow,2.99
961,2020-12-27 02:06:04,Monkey Gland,11.0
962,2020-12-31 14:52:18,Dry Rob Roy,5.5
963,2020-12-28 01:34:50,Loch Lomond,3.0
964,2020-12-28 02:32:39,Hawaiian Cocktail,6.5
965,2020-12-30 17:34:57,Planter’s Punch,8.0
966,2020-12-29 21:22:17,Imperial Cocktail,4.99
967,2020-12-28 07:04:55,Limona Corona,4.2
968,2020-12-27 08:15:31,Victory Collins,7.5
969,2020-12-31 17:18:36,Bloody Mary,5.5
970,2020-12-27 14:05:08,Manhattan,4.2
971,2020-12-26 17:34:42,Victor,4.2
972,2020-12-25 18:13:29,Imperial Cocktail,4.99
973,2020-12-27 17:31:34,Old Fashioned,5.5
974,2020-12-29 17:07:31,Paradise,4.2
975,2020-12-31 22:29:13,Loch Lomond,3.0
976,2020-12-31 16:09:31,Sweet Tooth,2.99
977,2020-12-27 11:49:07,Margarita,7.5
978,2020-12-27 18:53:30,Honey Bee,3.0
979,2020-12-29 07:52:52,Gin Fizz,2.99
980,2020-12-31 00:39:03,Afternoon,3.0
981,2020-12-29 00:12:07,Bob Marley,4.0
982,2020-12-30 08:33:19,Jackhammer,3.5
983,2020-12-26 22:18:11,Coffee Liqueur,5.5
984,2020-12-30 07:30:17,Karsk,11.0
985,2020-12-31 17:43:00,Margarita,7.5
986,2020-12-31 16:29:12,Port Wine Flip,5.0
987,2020-12-30 19:43:27,Radioactive Long Island Iced Tea,7.5
988,2020-12-29 07:31:07,Long Island Iced Tea,3.0
989,2020-12-27 15:06:41,Halloween Punch,8.0
990,2020-12-29 12:16:33,The Laverstoke,7.5
991,2020-12-26 13:36:10,Lemon Drop,2.99
992,2020-12-28 11:53:06,Kurant Tea,3.0
993,2020-12-30 00:09:23,Bellini,2.99
994,2020-12-30 17:20:21,Dry Rob Roy,5.5
995,2020-12-31 06:35:46,Hawaiian Cocktail,6.5
996,2020-12-26 03:47:35,Porto flip,4.99
997,2020-12-31 23:45:49,Campari Beer,7.5
998,2020-12-30 20:41:26,Godfather,6.5
999,2020-12-29 05:50:15,Clover Club,4.99
1000,2020-12-29 09:20:21,Kool-Aid Slammer,3.0
1001,2020-12-27 18:40:53,Hawaiian Cocktail,6.5
1002,2020-12-30 05:16:53,Thai Iced Coffee,4.2
1003,2020-12-30 01:31:25,Monkey Gland,11.0
1004,2020-12-29 18:43:20,Mulled Wine,11.0
1005,2020-12-26 21:22:06,Jack's Vanilla Coke,6.5
1006,2020-12-26 05:26:15,Dark Caipirinha,2.99
1007,2020-12-27 10:14:53,Gin Daisy,4.99
1008,2020-12-29 03:53:09,Long Island Tea,8.0
1009,2020-12-26 10:46:18,Death in the Afternoon,4.0
1010,2020-12-29 20:51:52,Bellini,2.99
1011,2020-12-30 06:40:21,Iced Coffee Fillip,5.0
1012,2020-12-30 08:11:07,Planter’s Punch,8.0
1013,2020-12-30 22:09:56,H.D.,7.5
1014,2020-12-31 17:38:03,Winter Rita,5.5
1015,2020-12-26 06:29:13,Lemon Shot,7.5
1016,2020-12-28 15:35:09,Mango Mojito,7.5
1017,2020-12-27 20:22:31,Radioactive Long Island Iced Tea,7.5
1018,2020-12-26 06:33:26,Imperial Cocktail,4.99
1019,2020-12-26 07:49:53,Paradise,4.2
1020,2020-12-27 20:06:29,Imperial Cocktail,4.99
1021,2020-12-29 11:23:08,Gin Rickey,4.0
1022,2020-12-29 04:14:24,Dry Rob Roy,5.5
1023,2020-12-27 21:06:46,Lord And Lady,8.0
1024,2020-12-26 07:33:41,Afternoon,3.0
1025,2020-12-26 14:30:38,Imperial Cocktail,4.99
1026,2020-12-30 22:02:43,Grasshopper,4.99
1027,2020-12-29 09:17:57,Pink Panty Pulldowns,2.99
1028,2020-12-26 22:24:41,Bijou,4.0
1029,2020-12-31 12:01:15,Long Island Iced Tea,3.0
1030,2020-12-31 03:06:26,Lemon Drop,2.99
